kid,value,idf
"0","534","1"
"0","360","2"
"1","91","1"
"2","183","3"
"3","240","1"
"4","121","2"
"5","368","1"
"5","225","1"
"5","609","5"
"5","390","2"
"5","366","4"
"5","223","1"
"6","336","2"
"6","292","1"
"6","38","1"
"6","361","5"
"6","601","6"
"6","619","1"
"6","415","1"
"6","607","1"
"7","304","1"
"8","539","1"
"9","149","2"
"10","290","1"
"10","68","1"
"10","40","3"
"10","457","1"
"10","458","1"
"10","586","1"
"10","588","1"
"10","592","1"
"10","434","4"
"10","245","2"
"10","535","1"
"10","413","3"
"10","30","1"
"10","447","4"
"10","607","1"
"11","48","1"
"12","564","1"
"13","199","4"
"14","77","1"
"15","107","1"
"16","150","1"
"16","605","9"
"17","65","1"
"17","248","1"
"17","623","1"
"18","248","9"
"19","65","2"
"19","225","1"
"19","131","2"
"19","259","3"
"19","420","4"
"19","551","1"
"19","8","2"
"19","296","10"
"19","41","1"
"19","170","1"
"19","77","1"
"19","461","7"
"19","78","2"
"19","462","1"
"19","240","1"
"19","433","1"
"19","20","1"
"19","502","1"
"19","281","1"
"19","63","1"
"19","415","1"
"20","262","1"
"21","0","1"
"21","257","3"
"21","258","1"
"21","515","2"
"21","516","8"
"21","5","2"
"21","522","2"
"21","11","1"
"21","13","3"
"21","269","1"
"21","16","2"
"21","19","8"
"21","276","1"
"21","535","1"
"21","24","1"
"21","281","1"
"21","27","1"
"21","540","2"
"21","30","1"
"21","543","2"
"21","288","1"
"21","546","1"
"21","293","1"
"21","294","1"
"21","551","1"
"21","43","1"
"21","555","1"
"21","556","1"
"21","305","11"
"21","563","2"
"21","54","1"
"21","566","4"
"21","311","2"
"21","312","2"
"21","59","4"
"21","572","3"
"21","317","1"
"21","318","8"
"21","63","1"
"21","577","3"
"21","578","4"
"21","67","1"
"21","323","2"
"21","324","1"
"21","69","7"
"21","581","2"
"21","326","2"
"21","582","2"
"21","72","1"
"21","584","1"
"21","588","1"
"21","333","5"
"21","78","1"
"21","591","1"
"21","80","2"
"21","336","1"
"21","81","1"
"21","84","2"
"21","85","2"
"21","598","1"
"21","88","1"
"21","89","5"
"21","601","1"
"21","91","1"
"21","347","1"
"21","605","2"
"21","607","2"
"21","354","6"
"21","610","1"
"21","355","1"
"21","612","1"
"21","358","1"
"21","103","1"
"21","360","3"
"21","363","5"
"21","111","2"
"21","369","3"
"21","371","3"
"21","629","5"
"21","632","2"
"21","377","2"
"21","381","2"
"21","383","1"
"21","639","1"
"21","128","1"
"21","384","2"
"21","129","9"
"21","133","2"
"21","136","2"
"21","394","1"
"21","139","1"
"21","395","1"
"21","396","1"
"21","400","1"
"21","145","1"
"21","401","2"
"21","146","1"
"21","149","1"
"21","405","4"
"21","406","2"
"21","153","1"
"21","413","4"
"21","159","2"
"21","162","1"
"21","166","1"
"21","422","5"
"21","172","9"
"21","174","5"
"21","183","7"
"21","439","1"
"21","440","1"
"21","189","3"
"21","194","4"
"21","451","2"
"21","197","3"
"21","455","1"
"21","200","10"
"21","458","4"
"21","206","1"
"21","210","1"
"21","467","1"
"21","215","1"
"21","471","8"
"21","217","4"
"21","220","2"
"21","232","1"
"21","489","1"
"21","234","1"
"21","490","3"
"21","235","3"
"21","491","4"
"21","495","2"
"21","242","2"
"21","500","5"
"21","501","1"
"21","246","1"
"21","502","1"
"21","250","4"
"21","506","2"
"21","507","1"
"22","458","1"
"23","217","1"
"24","0","1"
"24","515","2"
"24","516","2"
"24","5","10"
"24","264","1"
"24","522","2"
"24","16","1"
"24","20","1"
"24","23","1"
"24","24","2"
"24","280","4"
"24","281","3"
"24","27","1"
"24","283","2"
"24","285","14"
"24","30","1"
"24","542","1"
"24","31","2"
"24","288","1"
"24","293","3"
"24","295","2"
"24","556","1"
"24","559","2"
"24","305","2"
"24","564","1"
"24","565","1"
"24","54","4"
"24","310","1"
"24","312","2"
"24","59","4"
"24","571","2"
"24","318","4"
"24","64","1"
"24","578","2"
"24","67","1"
"24","69","4"
"24","72","1"
"24","584","2"
"24","586","1"
"24","77","5"
"24","78","1"
"24","80","1"
"24","81","1"
"24","337","1"
"24","84","1"
"24","85","1"
"24","341","1"
"24","597","6"
"24","86","1"
"24","88","1"
"24","347","2"
"24","92","1"
"24","93","1"
"24","607","1"
"24","97","2"
"24","354","8"
"24","610","1"
"24","100","1"
"24","612","1"
"24","101","1"
"24","360","1"
"24","363","7"
"24","365","2"
"24","366","7"
"24","369","2"
"24","371","2"
"24","119","1"
"24","377","2"
"24","379","1"
"24","635","1"
"24","381","1"
"24","637","2"
"24","639","1"
"24","128","1"
"24","641","1"
"24","643","1"
"24","644","2"
"24","648","2"
"24","138","8"
"24","394","1"
"24","401","1"
"24","405","1"
"24","153","1"
"24","411","1"
"24","413","3"
"24","166","3"
"24","422","1"
"24","170","1"
"24","172","7"
"24","177","1"
"24","437","1"
"24","183","1"
"24","440","1"
"24","189","2"
"24","194","5"
"24","451","1"
"24","455","1"
"24","456","1"
"24","458","4"
"24","459","3"
"24","206","1"
"24","207","2"
"24","463","2"
"24","210","1"
"24","467","1"
"24","217","3"
"24","473","1"
"24","225","1"
"24","227","1"
"24","230","1"
"24","233","2"
"24","234","3"
"24","235","1"
"24","495","1"
"24","501","1"
"24","249","1"
"24","254","1"
"24","510","1"
"25","177","1"
"26","128","1"
"26","129","1"
"26","642","2"
"26","5","3"
"26","518","1"
"26","136","1"
"26","264","1"
"26","648","1"
"26","138","2"
"26","395","2"
"26","398","1"
"26","15","16"
"26","16","1"
"26","528","1"
"26","149","2"
"26","406","1"
"26","407","2"
"26","535","1"
"26","24","6"
"26","153","1"
"26","281","4"
"26","27","1"
"26","413","2"
"26","542","3"
"26","420","2"
"26","37","1"
"26","422","4"
"26","39","1"
"26","423","1"
"26","41","1"
"26","425","1"
"26","555","1"
"26","172","1"
"26","557","1"
"26","558","1"
"26","310","1"
"26","183","1"
"26","57","2"
"26","571","4"
"26","189","2"
"26","318","7"
"26","63","2"
"26","576","1"
"26","67","1"
"26","69","1"
"26","453","2"
"26","581","1"
"26","198","1"
"26","455","1"
"26","456","1"
"26","459","1"
"26","463","1"
"26","80","1"
"26","336","1"
"26","81","1"
"26","596","1"
"26","85","2"
"26","215","7"
"26","471","7"
"26","88","1"
"26","89","3"
"26","217","2"
"26","90","1"
"26","91","1"
"26","354","3"
"26","483","1"
"26","101","1"
"26","485","1"
"26","359","1"
"26","104","1"
"26","233","1"
"26","490","1"
"26","491","1"
"26","237","1"
"26","365","2"
"26","238","1"
"26","495","2"
"26","113","1"
"26","371","1"
"26","627","1"
"26","373","1"
"26","501","1"
"26","502","5"
"26","377","1"
"26","505","1"
"26","633","1"
"26","635","1"
"26","381","1"
"26","382","1"
"26","639","1"
"27","103","2"
"28","643","1"
"28","632","1"
"29","305","1"
"30","384","2"
"30","132","1"
"30","5","2"
"30","8","1"
"30","648","8"
"30","139","1"
"30","13","1"
"30","269","1"
"30","398","1"
"30","527","3"
"30","17","1"
"30","401","2"
"30","20","3"
"30","405","1"
"30","406","1"
"30","23","1"
"30","280","2"
"30","281","2"
"30","27","1"
"30","411","1"
"30","292","1"
"30","420","4"
"30","293","1"
"30","549","2"
"30","422","3"
"30","41","1"
"30","172","1"
"30","556","1"
"30","432","2"
"30","177","1"
"30","305","1"
"30","566","4"
"30","183","1"
"30","184","1"
"30","449","1"
"30","67","1"
"30","196","1"
"30","197","2"
"30","325","2"
"30","581","2"
"30","582","1"
"30","455","1"
"30","584","1"
"30","332","1"
"30","588","1"
"30","77","1"
"30","336","2"
"30","81","1"
"30","466","1"
"30","594","1"
"30","86","2"
"30","598","1"
"30","471","2"
"30","88","2"
"30","217","2"
"30","473","3"
"30","91","2"
"30","348","1"
"30","98","1"
"30","354","2"
"30","359","1"
"30","233","1"
"30","490","1"
"30","619","1"
"30","237","2"
"30","495","2"
"30","243","1"
"30","118","1"
"30","633","2"
"30","635","1"
"30","510","1"
"31","126","1"
"32","384","1"
"32","1","5"
"32","129","1"
"32","257","1"
"32","5","2"
"32","261","1"
"32","389","1"
"32","6","1"
"32","391","1"
"32","8","2"
"32","648","1"
"32","393","1"
"32","139","1"
"32","269","1"
"32","398","1"
"32","274","3"
"32","20","1"
"32","404","1"
"32","149","2"
"32","405","1"
"32","406","1"
"32","24","1"
"32","282","1"
"32","27","1"
"32","411","1"
"32","30","1"
"32","33","1"
"32","294","2"
"32","422","4"
"32","423","2"
"32","43","1"
"32","173","2"
"32","302","1"
"32","559","1"
"32","432","2"
"32","433","1"
"32","179","1"
"32","183","1"
"32","57","1"
"32","189","1"
"32","63","2"
"32","66","2"
"32","67","1"
"32","69","1"
"32","197","1"
"32","70","2"
"32","198","1"
"32","455","1"
"32","456","1"
"32","584","1"
"32","458","4"
"32","586","1"
"32","588","1"
"32","592","1"
"32","210","1"
"32","84","2"
"32","214","1"
"32","471","1"
"32","217","1"
"32","219","4"
"32","95","1"
"32","352","1"
"32","354","2"
"32","610","1"
"32","355","2"
"32","228","12"
"32","357","1"
"32","233","3"
"32","234","1"
"32","112","2"
"32","496","1"
"32","371","1"
"32","499","1"
"32","627","1"
"32","373","3"
"32","502","2"
"32","125","1"
"33","294","1"
"34","1","1"
"34","645","1"
"34","648","4"
"34","138","1"
"34","394","1"
"34","139","1"
"34","397","3"
"34","274","1"
"34","20","3"
"34","405","1"
"34","281","1"
"34","539","1"
"34","29","1"
"34","292","2"
"34","37","3"
"34","423","1"
"34","41","1"
"34","431","1"
"34","178","1"
"34","181","1"
"34","566","1"
"34","183","5"
"34","440","3"
"34","571","2"
"34","189","2"
"34","322","1"
"34","581","1"
"34","455","1"
"34","72","2"
"34","458","6"
"34","76","1"
"34","77","2"
"34","461","1"
"34","334","2"
"34","81","3"
"34","210","1"
"34","466","1"
"34","594","1"
"34","84","2"
"34","85","3"
"34","598","1"
"34","473","3"
"34","601","1"
"34","348","1"
"34","478","1"
"34","481","1"
"34","354","2"
"34","484","1"
"34","357","1"
"34","233","2"
"34","490","1"
"34","237","1"
"34","238","1"
"34","622","2"
"34","112","4"
"34","371","1"
"34","501","1"
"34","502","1"
"34","249","1"
"34","506","1"
"34","127","1"
"35","322","1"
"35","354","1"
"35","610","3"
"35","581","1"
"35","230","1"
"35","326","1"
"35","487","1"
"35","393","1"
"35","234","1"
"35","107","1"
"35","235","1"
"35","528","1"
"35","433","1"
"35","564","1"
"35","405","1"
"35","86","1"
"35","471","3"
"35","600","1"
"35","377","2"
"35","506","1"
"35","219","1"
"35","125","1"
"35","574","1"
"35","383","2"
"36","577","1"
"36","194","3"
"36","259","1"
"36","515","3"
"36","135","1"
"36","588","2"
"36","461","1"
"36","528","1"
"36","81","1"
"36","274","2"
"36","19","1"
"36","84","2"
"36","92","3"
"36","546","1"
"36","420","3"
"36","293","1"
"36","486","2"
"36","487","1"
"36","233","1"
"36","490","1"
"36","172","2"
"36","300","1"
"36","369","1"
"36","433","2"
"36","243","1"
"36","435","1"
"36","564","1"
"36","119","1"
"36","57","1"
"36","633","1"
"36","506","1"
"36","189","1"
"37","384","1"
"37","194","1"
"37","515","1"
"37","644","1"
"37","133","1"
"37","457","1"
"37","458","1"
"37","332","1"
"37","460","11"
"37","463","1"
"37","528","1"
"37","81","1"
"37","405","1"
"37","219","1"
"37","481","1"
"37","547","1"
"37","294","2"
"37","614","1"
"37","425","1"
"37","172","2"
"37","177","1"
"37","369","2"
"37","433","1"
"37","312","1"
"37","633","1"
"37","506","1"
"37","571","8"
"37","189","1"
"37","63","1"
"38","281","1"
"39","104","1"
"40","224","1"
"40","194","3"
"41","405","1"
"42","640","1"
"42","513","2"
"42","2","1"
"42","3","1"
"42","387","1"
"42","516","2"
"42","133","1"
"42","389","1"
"42","6","2"
"42","519","1"
"42","522","2"
"42","144","1"
"42","146","1"
"42","276","2"
"42","279","3"
"42","535","2"
"42","153","1"
"42","283","2"
"42","285","1"
"42","543","1"
"42","161","2"
"42","163","3"
"42","547","1"
"42","164","3"
"42","293","1"
"42","295","1"
"42","42","1"
"42","426","1"
"42","427","3"
"42","172","1"
"42","45","2"
"42","173","1"
"42","557","1"
"42","303","1"
"42","561","1"
"42","569","1"
"42","59","1"
"42","188","3"
"42","574","2"
"42","447","1"
"42","576","1"
"42","321","1"
"42","66","2"
"42","195","1"
"42","323","1"
"42","453","1"
"42","72","2"
"42","200","2"
"42","73","2"
"42","203","1"
"42","76","1"
"42","335","1"
"42","336","1"
"42","212","3"
"42","468","1"
"42","341","1"
"42","87","1"
"42","215","1"
"42","599","2"
"42","350","1"
"42","96","1"
"42","224","1"
"42","480","2"
"42","483","1"
"42","357","1"
"42","105","1"
"42","491","1"
"42","365","2"
"42","366","1"
"42","111","2"
"42","368","1"
"42","369","1"
"42","247","1"
"42","505","1"
"42","250","1"
"43","240","2"
"44","22","1"
"45","487","1"
"45","29","1"
"45","94","1"
"46","192","1"
"46","22","1"
"46","156","1"
"47","386","3"
"47","68","4"
"47","628","1"
"48","1","1"
"48","196","1"
"48","644","1"
"48","391","1"
"48","456","1"
"48","458","1"
"48","75","1"
"48","14","1"
"48","334","1"
"48","399","1"
"48","144","1"
"48","22","1"
"48","600","1"
"48","347","1"
"48","354","1"
"48","547","1"
"48","420","1"
"48","165","1"
"48","421","1"
"48","424","1"
"48","41","2"
"48","105","1"
"48","173","1"
"48","301","1"
"48","239","1"
"48","495","1"
"48","179","1"
"48","439","1"
"48","567","1"
"48","248","1"
"48","121","1"
"48","442","1"
"48","125","1"
"48","381","1"
"49","528","2"
"49","130","1"
"49","435","1"
"49","359","2"
"49","233","1"
"49","623","1"
"50","193","1"
"50","46","1"
"51","505","1"
"52","258","1"
"52","6","1"
"52","264","2"
"52","520","2"
"52","522","1"
"52","523","1"
"52","17","1"
"52","529","5"
"52","274","2"
"52","275","2"
"52","25","4"
"52","540","2"
"52","30","1"
"52","543","1"
"52","34","1"
"52","546","1"
"52","548","1"
"52","37","3"
"52","293","3"
"52","296","2"
"52","41","2"
"52","42","3"
"52","298","1"
"52","43","1"
"52","555","4"
"52","44","2"
"52","556","1"
"52","46","1"
"52","303","2"
"52","559","1"
"52","48","2"
"52","308","5"
"52","311","5"
"52","312","2"
"52","57","1"
"52","571","1"
"52","318","1"
"52","68","1"
"52","584","3"
"52","332","2"
"52","78","2"
"52","337","2"
"52","339","3"
"52","86","1"
"52","345","2"
"52","93","1"
"52","609","2"
"52","354","2"
"52","612","1"
"52","101","3"
"52","357","1"
"52","102","1"
"52","103","1"
"52","615","2"
"52","107","1"
"52","363","5"
"52","113","1"
"52","626","2"
"52","371","3"
"52","632","1"
"52","377","1"
"52","124","2"
"52","125","3"
"52","637","1"
"52","127","1"
"52","384","4"
"52","640","1"
"52","129","1"
"52","641","3"
"52","642","2"
"52","644","1"
"52","645","2"
"52","648","3"
"52","394","1"
"52","395","1"
"52","140","1"
"52","397","3"
"52","402","1"
"52","149","1"
"52","152","2"
"52","408","3"
"52","414","1"
"52","430","1"
"52","178","1"
"52","181","3"
"52","437","1"
"52","440","2"
"52","446","4"
"52","447","1"
"52","198","1"
"52","456","4"
"52","459","1"
"52","208","1"
"52","466","2"
"52","217","7"
"52","227","1"
"52","483","1"
"52","229","1"
"52","487","6"
"52","234","3"
"52","490","1"
"52","235","8"
"52","242","3"
"52","243","1"
"52","246","1"
"52","250","4"
"52","253","3"
"53","611","1"
"54","65","2"
"54","515","3"
"54","133","1"
"54","197","1"
"54","456","1"
"54","202","2"
"54","266","1"
"54","333","2"
"54","397","1"
"54","338","2"
"54","466","5"
"54","148","1"
"54","405","1"
"54","597","6"
"54","215","2"
"54","599","1"
"54","344","5"
"54","25","3"
"54","281","3"
"54","601","1"
"54","26","1"
"54","283","2"
"54","221","12"
"54","606","1"
"54","417","1"
"54","36","1"
"54","422","1"
"54","39","3"
"54","424","1"
"54","361","1"
"54","44","1"
"54","622","1"
"54","48","1"
"54","563","1"
"54","632","4"
"54","379","2"
"54","635","1"
"54","124","1"
"54","444","1"
"54","572","4"
"54","510","1"
"54","127","2"
"54","383","1"
"54","447","4"
"55","65","1"
"55","513","2"
"55","194","1"
"55","258","2"
"55","195","2"
"55","515","2"
"55","519","1"
"55","136","2"
"55","202","2"
"55","12","2"
"55","527","1"
"55","592","2"
"55","209","2"
"55","19","4"
"55","148","1"
"55","533","1"
"55","598","1"
"55","153","3"
"55","26","2"
"55","540","5"
"55","480","4"
"55","546","1"
"55","355","1"
"55","36","1"
"55","549","1"
"55","166","3"
"55","358","1"
"55","44","1"
"55","236","1"
"55","111","2"
"55","48","3"
"55","176","2"
"55","49","1"
"55","305","1"
"55","567","1"
"55","315","1"
"55","383","1"
"56","515","1"
"56","581","1"
"56","6","7"
"56","233","2"
"56","266","5"
"56","458","1"
"56","363","3"
"56","44","1"
"56","14","1"
"56","398","1"
"56","527","4"
"56","48","1"
"56","305","1"
"56","369","1"
"56","467","1"
"56","341","1"
"56","27","1"
"56","252","1"
"56","605","1"
"56","637","1"
"57","48","1"
"57","512","1"
"57","67","1"
"57","596","1"
"57","342","1"
"57","599","2"
"57","27","2"
"57","236","1"
"57","461","5"
"57","302","2"
"58","48","2"
"58","512","1"
"58","129","7"
"58","516","4"
"58","553","2"
"58","395","15"
"58","366","4"
"58","527","3"
"59","532","1"
"59","300","1"
"60","36","5"
"61","465","1"
"61","98","4"
"61","57","1"
"62","129","2"
"62","385","2"
"62","66","1"
"62","515","1"
"62","68","2"
"62","262","1"
"62","136","1"
"62","264","1"
"62","202","2"
"62","268","2"
"62","13","4"
"62","333","1"
"62","466","1"
"62","467","1"
"62","27","2"
"62","478","3"
"62","607","1"
"62","225","3"
"62","546","4"
"62","293","1"
"62","358","1"
"62","614","1"
"62","112","2"
"62","496","1"
"62","305","1"
"62","310","1"
"62","504","2"
"62","250","1"
"62","444","1"
"62","381","1"
"63","449","1"
"64","129","1"
"64","194","1"
"64","258","1"
"64","581","1"
"64","522","1"
"64","397","1"
"64","411","2"
"64","416","2"
"64","354","5"
"64","546","1"
"64","355","2"
"64","101","1"
"64","293","1"
"64","233","1"
"64","490","1"
"64","172","1"
"64","111","2"
"64","303","3"
"64","369","1"
"64","566","1"
"64","119","2"
"64","249","1"
"64","252","4"
"64","189","8"
"64","639","1"
"65","521","1"
"66","544","1"
"66","453","1"
"66","262","6"
"66","486","1"
"66","584","6"
"66","297","1"
"66","361","1"
"66","170","1"
"66","522","3"
"66","363","2"
"66","172","8"
"66","48","1"
"66","593","2"
"66","596","1"
"66","88","2"
"66","152","1"
"66","185","2"
"66","377","1"
"67","99","1"
"67","516","1"
"67","166","2"
"67","215","1"
"68","449","1"
"68","510","2"
"68","511","1"
"69","98","1"
"69","516","5"
"69","197","1"
"69","246","2"
"69","491","1"
"69","206","2"
"70","72","2"
"70","25","2"
"71","288","1"
"71","225","4"
"71","98","1"
"71","418","1"
"71","197","2"
"71","390","1"
"71","617","1"
"71","650","1"
"71","13","3"
"71","431","1"
"71","527","2"
"71","48","1"
"71","369","1"
"71","119","2"
"71","504","2"
"71","218","1"
"71","381","2"
"71","605","3"
"71","223","1"
"71","639","1"
"72","641","1"
"72","260","2"
"72","199","12"
"72","72","1"
"72","393","2"
"72","266","5"
"72","458","1"
"72","461","3"
"72","592","2"
"72","402","2"
"72","83","2"
"72","467","1"
"72","21","3"
"72","24","1"
"72","154","2"
"72","542","2"
"72","609","2"
"72","162","1"
"72","228","1"
"72","484","1"
"72","293","1"
"72","166","1"
"72","295","1"
"72","359","1"
"72","233","2"
"72","490","1"
"72","491","1"
"72","177","1"
"72","369","1"
"72","245","1"
"72","310","1"
"72","184","3"
"72","440","1"
"72","510","2"
"73","581","2"
"73","236","1"
"74","128","3"
"74","640","1"
"74","1","4"
"74","129","3"
"74","257","1"
"74","132","1"
"74","6","1"
"74","264","4"
"74","648","2"
"74","395","2"
"74","397","3"
"74","398","1"
"74","271","4"
"74","16","2"
"74","528","2"
"74","17","1"
"74","402","1"
"74","531","2"
"74","406","7"
"74","535","3"
"74","155","2"
"74","285","1"
"74","161","1"
"74","166","2"
"74","39","5"
"74","555","3"
"74","302","2"
"74","558","1"
"74","176","2"
"74","304","1"
"74","49","1"
"74","177","1"
"74","433","3"
"74","569","1"
"74","190","1"
"74","318","6"
"74","63","7"
"74","320","1"
"74","197","3"
"74","198","1"
"74","583","2"
"74","72","1"
"74","75","1"
"74","77","3"
"74","205","2"
"74","333","1"
"74","206","3"
"74","80","1"
"74","210","2"
"74","466","2"
"74","594","4"
"74","467","6"
"74","598","2"
"74","215","4"
"74","218","2"
"74","347","1"
"74","92","1"
"74","221","1"
"74","478","1"
"74","486","4"
"74","614","4"
"74","103","3"
"74","487","1"
"74","237","1"
"74","238","3"
"74","366","2"
"74","622","2"
"74","111","2"
"74","240","1"
"74","374","1"
"74","504","5"
"74","379","1"
"74","635","2"
"74","511","1"
"75","227","1"
"75","515","3"
"75","340","2"
"75","197","2"
"75","581","2"
"75","523","1"
"75","635","1"
"75","527","5"
"76","512","3"
"76","257","1"
"76","515","2"
"76","518","1"
"76","268","1"
"76","269","5"
"76","271","5"
"76","272","4"
"76","528","3"
"76","17","3"
"76","274","5"
"76","531","2"
"76","279","2"
"76","535","1"
"76","284","1"
"76","540","2"
"76","543","7"
"76","33","5"
"76","37","3"
"76","293","4"
"76","39","2"
"76","298","4"
"76","300","1"
"76","559","2"
"76","48","4"
"76","305","1"
"76","564","3"
"76","312","1"
"76","569","1"
"76","571","6"
"76","576","1"
"76","65","3"
"76","580","1"
"76","69","4"
"76","70","3"
"76","583","1"
"76","584","3"
"76","332","2"
"76","78","3"
"76","590","6"
"76","591","4"
"76","84","1"
"76","598","1"
"76","344","1"
"76","601","6"
"76","605","2"
"76","352","1"
"76","354","1"
"76","102","2"
"76","366","2"
"76","623","1"
"76","368","3"
"76","370","1"
"76","118","1"
"76","374","1"
"76","119","5"
"76","378","3"
"76","635","2"
"76","636","3"
"76","384","5"
"76","129","2"
"76","641","1"
"76","642","2"
"76","131","2"
"76","644","2"
"76","135","3"
"76","648","1"
"76","141","2"
"76","399","1"
"76","406","2"
"76","152","1"
"76","155","2"
"76","157","3"
"76","159","2"
"76","415","1"
"76","421","1"
"76","173","2"
"76","176","3"
"76","432","2"
"76","178","2"
"76","436","3"
"76","440","3"
"76","188","4"
"76","194","1"
"76","197","2"
"76","198","2"
"76","460","3"
"76","462","1"
"76","463","2"
"76","209","4"
"76","467","6"
"76","220","1"
"76","221","2"
"76","225","4"
"76","227","1"
"76","485","2"
"76","232","2"
"76","233","7"
"76","234","1"
"76","235","6"
"76","237","1"
"76","240","4"
"76","245","1"
"76","246","1"
"76","249","3"
"76","250","3"
"76","507","4"
"76","253","3"
"76","510","2"
"77","107","1"
"78","72","1"
"78","361","1"
"79","617","5"
"80","259","2"
"80","581","1"
"80","447","2"
"81","369","1"
"81","386","1"
"81","406","3"
"81","119","2"
"81","152","1"
"81","571","2"
"81","635","1"
"81","172","8"
"81","141","1"
"81","366","7"
"81","622","1"
"82","512","5"
"82","642","1"
"82","391","1"
"82","456","5"
"82","10","5"
"82","394","1"
"82","523","1"
"82","12","5"
"82","14","1"
"82","16","2"
"82","401","1"
"82","84","1"
"82","212","1"
"82","468","6"
"82","152","1"
"82","600","1"
"82","542","1"
"82","483","1"
"82","549","1"
"82","491","1"
"82","555","2"
"82","305","1"
"82","369","1"
"82","307","1"
"82","501","1"
"82","54","2"
"82","191","1"
"83","384","1"
"83","197","1"
"83","198","1"
"83","358","1"
"83","39","4"
"83","73","1"
"83","266","5"
"83","458","1"
"83","172","8"
"83","300","1"
"83","622","3"
"83","48","6"
"83","176","2"
"83","177","2"
"83","275","7"
"83","563","1"
"83","596","11"
"83","535","3"
"83","315","1"
"83","635","1"
"83","412","9"
"83","285","2"
"83","62","1"
"84","511","3"
"85","298","1"
"86","240","1"
"86","146","1"
"86","228","1"
"86","390","2"
"86","598","2"
"86","522","7"
"86","189","1"
"86","623","1"
"87","146","1"
"87","258","4"
"87","598","2"
"87","649","1"
"88","133","1"
"88","421","1"
"88","581","2"
"88","171","1"
"88","108","1"
"88","14","1"
"88","272","2"
"88","592","1"
"88","307","2"
"88","276","1"
"88","21","3"
"88","215","1"
"88","535","1"
"88","632","1"
"88","281","2"
"88","607","1"
"89","566","1"
"89","296","1"
"89","139","1"
"89","398","1"
"90","67","1"
"90","644","1"
"90","392","1"
"90","202","1"
"90","459","4"
"90","206","1"
"90","144","8"
"90","592","3"
"90","148","1"
"90","342","3"
"90","536","2"
"90","155","3"
"90","222","1"
"90","350","1"
"90","97","1"
"90","481","2"
"90","482","1"
"90","164","1"
"90","229","1"
"90","620","5"
"90","365","1"
"90","174","1"
"90","500","1"
"90","373","1"
"90","502","1"
"90","312","1"
"90","123","1"
"90","60","1"
"90","190","1"
"91","635","1"
"92","276","4"
"93","508","1"
"94","391","1"
"95","426","5"
"95","602","6"
"96","192","1"
"96","69","1"
"96","134","2"
"96","326","1"
"96","456","2"
"96","138","1"
"96","334","1"
"96","592","1"
"96","533","1"
"96","218","1"
"96","410","1"
"96","602","1"
"96","156","1"
"96","220","2"
"96","480","1"
"96","36","1"
"96","422","1"
"96","438","1"
"96","439","1"
"96","567","1"
"96","121","2"
"96","249","1"
"96","507","1"
"96","637","1"
"96","255","1"
"97","231","1"
"98","54","2"
"99","251","2"
"100","423","1"
"101","354","3"
"101","451","1"
"101","95","1"
"102","55","1"
"103","496","1"
"104","384","1"
"104","337","1"
"104","404","1"
"104","181","1"
"104","437","1"
"104","118","1"
"104","250","2"
"105","412","1"
"106","26","1"
"107","394","1"
"108","563","1"
"108","619","1"
"108","300","1"
"108","412","1"
"108","460","2"
"108","29","1"
"108","558","1"
"109","288","1"
"109","292","5"
"109","53","1"
"109","150","2"
"109","537","1"
"109","649","1"
"109","236","1"
"110","67","1"
"111","578","1"
"112","569","1"
"112","191","1"
"113","120","1"
"114","246","2"
"115","583","1"
"115","298","1"
"115","220","1"
"116","273","1"
"116","289","1"
"116","506","1"
"117","394","1"
"118","290","2"
"119","273","2"
"120","343","2"
"120","152","2"
"121","389","1"
"122","203","1"
"123","202","2"
"124","342","1"
"125","639","2"
"126","510","5"
"127","77","1"
"128","69","5"
"129","66","1"
"129","3","2"
"129","532","1"
"129","38","1"
"129","343","1"
"129","631","1"
"129","392","2"
"129","555","6"
"129","110","1"
"129","207","1"
"130","578","1"
"131","358","1"
"132","332","10"
"133","250","2"
"134","608","1"
"134","402","3"
"135","247","1"
"135","279","1"
"136","357","1"
"137","576","2"
"138","406","1"
"139","290","2"
"140","338","2"
"141","208","3"
"141","337","1"
"141","36","1"
"141","92","1"
"141","556","1"
"141","509","1"
"141","334","3"
"141","350","2"
"142","276","1"
"143","233","1"
"144","242","1"
"144","435","1"
"144","520","1"
"144","584","1"
"144","253","2"
"145","576","1"
"146","48","1"
"147","524","1"
"148","385","1"
"148","66","1"
"148","578","1"
"148","518","1"
"148","71","1"
"148","391","1"
"148","10","1"
"148","268","1"
"148","333","1"
"148","273","1"
"148","465","1"
"148","18","2"
"148","339","1"
"148","404","3"
"148","468","1"
"148","149","1"
"148","470","1"
"148","23","2"
"148","279","1"
"148","24","1"
"148","280","2"
"148","217","1"
"148","410","2"
"148","283","1"
"148","159","1"
"148","290","2"
"148","482","1"
"148","105","1"
"148","236","1"
"148","48","1"
"148","112","2"
"148","560","1"
"148","115","2"
"148","371","1"
"148","630","1"
"148","121","1"
"148","377","1"
"148","251","2"
"148","444","1"
"148","125","1"
"148","382","2"
"148","191","1"
"149","296","1"
"150","193","1"
"150","25","1"
"150","218","1"
"151","321","1"
"151","642","1"
"151","195","1"
"151","323","1"
"151","10","1"
"151","75","1"
"151","80","1"
"151","18","2"
"151","338","1"
"151","339","1"
"151","596","1"
"151","535","1"
"151","24","3"
"151","217","1"
"151","414","1"
"151","607","1"
